utility,incident_id,type,latitude,longitude,start_local_raw,start_utc,etr_local_raw,etr_utc,retrieved_utc
anaheim,293483,Current Electric Outage,33.8124740741,-117.93416379,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.812461758,-117.934394969,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124684282,-117.934582435,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124561114,-117.934813615,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124876947,-117.935199921,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124571324,-117.935419727,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124729972,-117.935607372,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124514824,-117.935838372,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124307107,-117.936014287,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124461284,-117.936234983,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
