utility,source,all_fields_json,retrieved_utc,retrieved_pacific
pasadena_power,direct_ip,"{""OutageLocation"": {""X"": -118.14608570313968, ""Y"": 34.1792419856417}, ""OutagePolygon"": null, ""OutageRecID"": ""2026-08-29-0082"", ""OutageName"": ""2026-08-29-0082"", ""OutageStartTime"": ""2026-08-29T18:15:30-07:00"", ""OutageEndTime"": null, ""CustomersRestored"": 0, ""CustomersOutNow"": 555, ""Verified"": true, ""CrewDispatched"": false, ""CustomerResponsible"": null, ""EstimatedTime"": null, ""TroubledElement"": null, ""Substation"": null, ""Feeder"": null, ""OutagedPhase"": null, ""Actions"": null, ""Status"": null, ""Dispatcher"": null, ""ClosingDispatcher"": null, ""CustomersOutInitially"": null, ""CustomersServed"": null, ""SuspectedCause"": null, ""VerifiedCause"": null, ""Notes"": null, ""CrewResponsible"": null, ""MapLocation"": null, ""PriorityCustomers"": null, ""District"": null, ""UplineElement"": null, ""CostEstimate"": null, ""Fields"": {""oID"": ""2026-08-29-0082""}}",2026-08-30T01:36:37Z,2026-08-29 18:36:37 PDT
